0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.296,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.216,0.12,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.144,0.0,0.0,0.0,0,0,0.0,0.205,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.11599999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.088,0,0,0.0,0.119,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.192,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.263,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.289,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.161,0.0,0.0,0.224,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.289,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.144,0.24,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.1885,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.152,0.128,0,0,0.0,0,0.0,0.0,0.0,0.119,0.0,0,0,0.125,0.0,0.0,0.0,0.0,0.095,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.288,0.088,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.16,0.0,0.0,0.112,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.192,0.0,0,0,0.0,0.0,0.128,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.071,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.136,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
