0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.086,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.098,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.201,0.0,0.0,0,0,0.0,0
0.17933333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.145,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0,0.085,0,0,0.0,0.0,0,0,0.0,0.204,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.167,0.0,0,0,0.0,0.178,0.0,0.0,0.141,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.173,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.096,0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.203,0.0,0.07,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.16,0.066,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.232,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.091,0,0,0.0,0.13,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.233,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.1105,0.097,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.212,0.0,0,0,0.0,0
0.0,0,0.104,0.0,0.513,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.117,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
